date,product_code,sum
2020-12,סלק,1881.0
2020-12,בטטות,438.0
2020-12,תפוזים,7.0
2020-12,אשכוליות/פומלית,8563.0
2020-12,לימונים,1.0
2021-01,עגבניות,368.0
2021-01,גזרים/לפת,544.0
2021-01,צנון/צנונית,2822.0
2021-01,מלפפונים,1.0
2021-01,חצילים,558.0
2021-01,פלפלים,1343.0
2021-01,סלק,1252.0
2021-01,בטטות,407.0
2021-01,תפוזים,37.0
2021-01,אשכוליות/פומלית,6913.0
2021-01,לימונים,39.0
2021-01,אבטיחים/מלונים,24.0
2021-02,עגבניות,638.0
2021-02,כרוב/קולורבי,118.0
2021-02,גזרים/לפת,2418.0
2021-02,צנון/צנונית,3984.0
2021-02,מלפפונים,1.0
2021-02,חצילים,382.0
2021-02,פלפלים,1454.0
2021-02,סלק,684.0
2021-02,בטטות,277.0
2021-02,תפוזים,462.0
2021-02,אשכוליות/פומלית,5833.0
2021-02,אבטיחים/מלונים,6.0
2021-03,עגבניות,462.0
2021-03,כרוב/קולורבי,294.0
2021-03,גזרים/לפת,6263.0
2021-03,צנון/צנונית,3601.0
2021-03,חצילים,249.0
2021-03,פלפלים,1350.0
2021-03,סלק,1064.0
2021-03,בטטות,330.0
2021-03,תפוזים,452.0
2021-03,אשכוליות/פומלית,7861.0
2021-03,לימונים,215.0
2021-03,אבטיחים/מלונים,2.0
2021-04,עגבניות,237.0
2021-04,כרוב/קולורבי,206.0
2021-04,גזרים/לפת,9313.0
2021-04,צנון/צנונית,2792.0
2021-04,פלפלים,830.0
2021-04,סלק,1685.0
2021-04,בטטות,776.0
2021-04,תפוזים,192.0
2021-04,אשכוליות/פומלית,2787.0
2021-04,אבטיחים/מלונים,53.0
2021-05,עגבניות,273.0
2021-05,גזרים/לפת,12132.0
2021-05,צנון/צנונית,1155.0
2021-05,פלפלים,771.0
2021-05,סלק,1406.0
2021-05,בטטות,221.0
2021-05,אשכוליות/פומלית,459.0
2021-05,לימונים,35.0
2021-06,עגבניות,439.0
2021-06,גזרים/לפת,9802.0
2021-06,צנון/צנונית,631.0
2021-06,פלפלים,1112.0
2021-06,סלק,910.0
2021-06,בטטות,228.0
2021-07,עגבניות,236.0
2021-07,גזרים/לפת,1531.0
2021-07,צנון/צנונית,173.0
2021-07,פלפלים,872.0
2021-07,סלק,733.0
2021-07,בטטות,53.0
2021-07,אבטיחים/מלונים,4.0
2021-08,עגבניות,220.0
2021-08,צנון/צנונית,373.0
2021-08,פלפלים,680.0
2021-08,סלק,779.0
2021-08,בטטות,33.0
2021-08,אשכוליות/פומלית,152.0
2021-08,לימונים,27.0
2021-09,עגבניות,192.0
2021-09,צנון/צנונית,349.0
2021-09,פלפלים,340.0
2021-09,סלק,681.0
2021-09,בטטות,23.0
2021-09,אשכוליות/פומלית,1216.0
2021-10,עגבניות,314.0
2021-10,צנון/צנונית,1026.0
2021-10,פלפלים,1219.0
2021-10,סלק,1333.0
2021-10,בטטות,9.0
2021-10,תפוזים,23.0
2021-10,אשכוליות/פומלית,10798.0
2021-11,עגבניות,256.0
2021-11,גזרים/לפת,68.0
2021-11,צנון/צנונית,1989.0
2021-11,חצילים,291.0
2021-11,פלפלים,979.0
2021-11,סלק,907.0
2021-11,בטטות,62.0
2021-11,תפוזים,58.0
2021-11,אשכוליות/פומלית,16091.0
2021-12,עגבניות,190.0
2021-12,גזרים/לפת,529.0
2021-12,צנון/צנונית,2844.0
2021-12,חצילים,281.0
2021-12,פלפלים,1456.0
2021-12,סלק,1080.0
2021-12,בטטות,285.0
2021-12,אשכוליות/פומלית,12222.0
2022-01,עגבניות,256.0
2022-01,כרוב/קולורבי,51.0
2022-01,גזרים/לפת,1558.0
2022-01,צנון/צנונית,2356.0
2022-01,חצילים,75.0
2022-01,פלפלים,813.0
2022-01,סלק,581.0
2022-01,בטטות,236.0
2022-01,אשכוליות/פומלית,9021.0
2022-02,עגבניות,216.0
2022-02,כרוב/קולורבי,521.0
2022-02,גזרים/לפת,2837.0
2022-02,צנון/צנונית,3804.0
2022-02,פלפלים,1259.0
2022-02,סלק,658.0
2022-02,בטטות,264.0
2022-02,תפוזים,245.0
2022-02,אשכוליות/פומלית,10640.0
2022-03,עגבניות,228.0
2022-03,כרוב/קולורבי,258.0
2022-03,גזרים/לפת,4809.0
2022-03,צנון/צנונית,3206.0
2022-03,פלפלים,759.0
2022-03,סלק,688.0
2022-03,בטטות,285.0
2022-03,תפוזים,295.0
2022-03,אשכוליות/פומלית,8445.0
2022-04,עגבניות,168.0
2022-04,גזרים/לפת,8954.0
2022-04,צנון/צנונית,2723.0
2022-04,פלפלים,786.0
2022-04,סלק,1055.0
2022-04,בטטות,340.0
2022-04,תפוזים,167.0
2022-04,אשכוליות/פומלית,6874.0
2022-04,אבטיחים/מלונים,9.0
2022-05,עגבניות,242.0
2022-05,גזרים/לפת,12365.0
2022-05,צנון/צנונית,1288.0
2022-05,פלפלים,743.0
2022-05,סלק,949.0
2022-05,בטטות,146.0
2022-05,תפוזים,164.0
2022-05,אשכוליות/פומלית,609.0
2022-05,לימונים,10.0
2022-05,אבטיחים/מלונים,17.0
